workflow_id,makespan_ms,cost,retries,cancellations,hedges_launched,wasted_ms
4,68141.7,1.4534,0,0,0,0
1,68142.2,0.791,0,0,0,0
2,68666.5,1.7242,0,0,0,0
5,72861.3,1.1138,0,0,0,0
3,80794.9,1.4838,0,0,0,0
